structure_ID,fold_kinase,y_true,distance,hinge_angle,y_pred,prob_dfg_out
3254,DDR1,1,11.731,53.938,0,0.4488
3255,DDR1,1,12.417,56.824,1,0.6492
3260,DDR1,1,12.15,59.307,1,0.6214
3256,DDR1,1,12.572,56.287,1,0.676
3261,DDR1,1,11.797,59.115,1,0.536
6676,DDR1,1,12.161,52.997,1,0.5392
7130,DDR1,1,12.318,53.856,1,0.588
7131,DDR1,1,12.428,54.594,1,0.6231
10485,DDR1,1,12.165,54.18,1,0.5563
10486,DDR1,1,12.202,54.496,1,0.5694
10487,DDR1,1,12.202,54.496,1,0.5694
10484,DDR1,1,12.165,54.18,1,0.5563
10744,DDR1,1,12.938,63.239,1,0.8135
10761,DDR1,1,11.326,54.318,0,0.36
10745,DDR1,1,12.638,60.629,1,0.7387
10737,DDR1,1,12.635,60.629,1,0.7381
10738,DDR1,1,12.635,60.629,1,0.7381
10746,DDR1,1,12.559,59.558,1,0.7117
10739,DDR1,1,12.559,59.558,1,0.7117
10747,DDR1,1,12.851,60.422,1,0.7743
10740,DDR1,1,12.638,60.629,1,0.7387
3559,FGFR1,0,11.1,52.086,0,0.3392
3589,FGFR1,0,13.581,19.766,1,0.5891
3541,FGFR1,0,11.148,55.172,0,0.3808
3526,FGFR1,0,10.967,56.422,0,0.3522
3528,FGFR1,0,13.547,19.14,1,0.5744
3498,FGFR1,0,8.271,35.15,0,0.0152
3500,FGFR1,0,10.943,56.227,0,0.345
3550,FGFR1,0,10.819,51.963,0,0.2794
3552,FGFR1,0,11.013,55.871,0,0.3571
3529,FGFR1,0,11.099,52.192,0,0.34
3502,FGFR1,0,10.71,49.597,0,0.2393
3504,FGFR1,0,11.077,54.184,0,0.3547
3505,FGFR1,0,11.073,55.122,0,0.3631
3506,FGFR1,0,10.92,55.294,0,0.3309
3576,FGFR1,0,11.055,56.687,0,0.3748
3507,FGFR1,0,11.922,29.605,0,0.3022
3553,FGFR1,0,11.055,56.687,0,0.3748
3508,FGFR1,0,10.502,50.985,0,0.2142
3530,FGFR1,0,11.269,55.981,0,0.4176
3509,FGFR1,0,11.249,55.28,0,0.4055
3487,FGFR1,0,11.096,54.478,0,0.3619
3488,FGFR1,0,9.053,26.454,0,0.0223
3510,FGFR1,0,11.06,55.852,0,0.3675
3531,FGFR1,0,9.027,25.955,0,0.0213
3490,FGFR1,0,13.323,19.642,1,0.5256
3532,FGFR1,0,11.073,55.122,0,0.3631
3533,FGFR1,0,9.053,26.454,0,0.0223
3511,FGFR1,0,11.049,52.517,0,0.3322
3491,FGFR1,0,11.096,54.478,0,0.3619
3497,FGFR1,1,14.318,28.823,1,0.8137
3524,FGFR1,1,12.112,49.019,1,0.5475
3594,FGFR1,1,14.318,28.823,1,0.8137
